intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,name,filename,md5
2110000,0.0139375123852302,0.8053435114503816,0.0139375123852302,0.01143458121685426,2.4218009478672986,"CP002621.1 Enterococcus faecalis OG1RF, complete genome",data/refseq-k51.sbt.json,5a9e331be3bcdfffee191bf1c4f9e0c4
2060000,0.013607239579892991,0.9903846153846154,0.013607239579892991,0.021906956969276557,4.752427184466019,"NC_018092.1 Pyrococcus furiosus COM1, complete genome",data/refseq-k51.sbt.json,0094e3a406a964cf14d91dead91f0ae1
2010000,0.013276966774555784,0.9710144927536232,0.013276966774555784,0.016290362281545793,3.6218905472636815,"CP000607.1 Chlorobium phaeovibrioides DSM 265, complete genome",data/refseq-k51.sbt.json,c00373618e7bbe68915c53a2892f987a
2000000,0.013210912213488342,0.7575757575757576,0.013210912213488342,0.009017879120141422,2.015,"CP001071.1 Akkermansia muciniphila ATCC BAA-835, complete genome",data/refseq-k51.sbt.json,6b417c771b77a07c120d7ea36fac1f29
1990000,0.0131448576524209,0.9299065420560748,0.0131448576524209,0.01313522343305959,2.949748743718593,"CP001080.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome",data/refseq-k51.sbt.json,efc06341bccca1b8ae3d64be42e71ac5
1980000,0.013078803091353458,0.7415730337078652,0.013078803091353458,0.011635973058246997,2.6262626262626263,"DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442 genomic scaffold, whole genome shotgun sequence",data/refseq-k51.sbt.json,5f4c7584bf5c9e656f918389b220b8e3
2000000,0.013210912213488342,0.3935091277890467,0.012814584847083692,0.0067130613797578825,1.5463917525773196,"CP000667.1 Salinispora tropica CNB-440, complete genome",data/refseq-k51.sbt.json,8d73f2b311e6440bf7ce2f0d96fa3560
1950000,0.012880639408151134,0.8584070796460177,0.012814584847083692,0.0114122043455884,2.6288659793814433,"CP000660.1 Pyrobaculum arsenaticum DSM 13514, complete genome",data/refseq-k51.sbt.json,05594e9c4df60c3c01b7fe0b1cf215eb
1930000,0.01274853028601625,0.4936061381074169,0.01274853028601625,0.008055673655709458,1.8652849740932642,"CP001957.1 Haloferax volcanii DS2 plasmid pHV1, complete sequence",data/refseq-k51.sbt.json,abe88ba1656f27fef5537c2e749480fe
1990000,0.0131448576524209,0.7279693486590039,0.012550366602813924,0.008234688625836336,1.936842105263158,"FUZN01000002.1 Caldicellulosiruptor bescii strain JWCB005 genome assembly, contig: Ga0070649_12, whole genome shotgun sequence",data/refseq-k51.sbt.json,85d32a4c0e18a425daffcb6fd4d5a1a9
1880000,0.01241825748067904,1.0,0.01241825748067904,0.052764662444896956,12.542553191489361,"CP000969.1 Thermotoga sp. RQ2, complete genome",data/refseq-k51.sbt.json,ccc09122b446400e00e54ea984c1836a
1870000,0.0123522029196116,0.8095238095238095,0.0123522029196116,0.009308778446597596,2.2245989304812834,"BX571656.1 Wolinella succinogenes DSM 1740, complete genome",data/refseq-k51.sbt.json,544651113558c102e51258da4c97e619
1830000,0.012087984675341832,0.9432989690721649,0.012087984675341832,0.0160665935688872,3.9234972677595628,"CP001230.1 Persephonella marina EX-H1, complete genome",data/refseq-k51.sbt.json,31cf00e012381859824e471e0a91b2f4
1780000,0.011757711870004624,0.8944723618090452,0.011757711870004624,0.00971156212938307,2.438202247191011,"AE006470.1 Chlorobium tepidum TLS, complete genome",data/refseq-k51.sbt.json,b4c581c883b351d38ad15ed26768d83f
1780000,0.011757711870004624,0.6941176470588235,0.011691657308937183,0.007317236903936091,1.847457627118644,"CP000924.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete genome",data/refseq-k51.sbt.json,0b0e2dcfac26c89df3a9b212ea2d7a34
1740000,0.011493493625734857,0.7873303167420814,0.011493493625734857,0.007899035556848441,2.028735632183908,"AP008226.1 Thermus thermophilus HB8 genomic DNA, complete genome",data/refseq-k51.sbt.json,ca5017f6f12990ba5ac2411752933a76
1730000,0.011427439064667415,0.9251336898395722,0.011427439064667415,0.01192687238470317,3.0809248554913293,"L77117.1 Methanocaldococcus jannaschii DSM 2661, complete genome",data/refseq-k51.sbt.json,207f14ba9cb19690264c7ee68646e097
1680000,0.011097166259330207,0.9940476190476191,0.011031111698262765,0.022018841325605852,5.892215568862276,"BA000001.2 Pyrococcus horikoshii OT3 DNA, complete genome",data/refseq-k51.sbt.json,388228e202e2aecd40f018f051ced9e5
1660000,0.010965057137195323,0.8556701030927835,0.010965057137195323,0.009420662802926895,2.536144578313253,"CP001251.1 Dictyoglomus turgidum DSM 6724, complete genome",data/refseq-k51.sbt.json,30ceb97e9eac6adb35f87a5f29c96929
1630000,0.010766893453992999,0.8274111675126904,0.010766893453992999,0.009465416545458615,2.5950920245398774,"AP009380.1 Porphyromonas gingivalis ATCC 33277 DNA, complete genome",data/refseq-k51.sbt.json,9f7eb603cc16e012d8c1d9ec77e77dea
1630000,0.010766893453992999,0.8858695652173914,0.010766893453992999,0.011859741770905591,3.2515337423312882,"CP000561.1 Pyrobaculum calidifontis JCM 11548, complete genome",data/refseq-k51.sbt.json,72069622ef4db7d85449596fb3894b99
1620000,0.010700838892925557,0.36080178173719374,0.010700838892925557,0.004811027322159816,1.3271604938271604,"CP000031.2 Ruegeria pomeroyi DSS-3, complete genome",data/refseq-k51.sbt.json,4dab3f622ed7a800615a0522424aedeb
1720000,0.011361384503599973,0.930635838150289,0.010634784331858115,0.020206314753071226,5.608695652173913,"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",data/refseq-k51.sbt.json,97b5b4f8ffdf79281f35ac9bc6d3fb2d
1520000,0.01004029328225114,0.8786127167630058,0.01004029328225114,0.00798854304191188,2.348684210526316,"BX950229.1 Methanococcus maripaludis strain S2, complete sequence",data/refseq-k51.sbt.json,3ab023d1d6c97eacd2f638dc860168da
1490000,0.009842129599048814,0.40161725067385445,0.009842129599048814,0.0059074940141869365,1.7718120805369129,"CP000527.1 Desulfovibrio vulgaris DP4, complete genome",data/refseq-k51.sbt.json,f8e4aaabe42d5e7d172242db8921194f
1470000,0.009710020476913932,0.9865771812080537,0.009710020476913932,0.014589720065340464,4.4353741496598635,"CP001130.1 Hydrogenobaculum sp. Y04AAS1, complete genome",data/refseq-k51.sbt.json,13a31722f4b071349c022ef08fa9c001
1450000,0.009577911354779048,0.8529411764705882,0.009577911354779048,0.008346572982165634,2.5724137931034483,"AE009439.1 Methanopyrus kandleri AV19, complete genome",data/refseq-k51.sbt.json,b8c48ab23917563731eac6bbad2265df
1470000,0.009710020476913932,0.834319526627219,0.00931369311050928,0.008413703595963213,2.6666666666666665,"CP000609.1 Methanococcus maripaludis C5, complete genome",data/refseq-k51.sbt.json,b169d664d6c8dd393626a56950db8f24
1380000,0.009115529427306956,0.4437299035369775,0.009115529427306956,0.005325695361274587,1.7246376811594204,"NC_001263.1 Deinococcus radiodurans R1 chromosome 1, complete sequence",data/refseq-k51.sbt.json,463d634a9eb6532ecbd43da72c68382a
1180000,0.007794438205958121,0.8805970149253731,0.007794438205958121,0.00971156212938307,3.6779661016949152,"CP001941.1 Aciduliprofundum boonei T469, complete genome",data/refseq-k51.sbt.json,48751bc6f6971ca6d336372a91952317
2200000,0.014532003434837175,0.1710758377425044,0.006407292423541846,0.0035131687887399584,1.6185567010309279,"CP001252.1 Shewanella baltica OS223, complete genome",data/refseq-k51.sbt.json,ac40145f31022dd96406ccb46ea1055f
1870000,0.0123522029196116,0.5079365079365079,0.006341237862474404,0.008391326724697354,3.90625,"CP000702.1 Thermotoga petrophila RKU-1, complete genome",data/refseq-k51.sbt.json,f4491b2ed4f48125f08db020b958fcc2
890000,0.005878855935002312,0.411214953271028,0.00581280137393487,0.0027076014231690124,1.375,"KQ961402.1 Zymomonas mobilis strain ATCC 31823 genomic scaffold Scaffold1, whole genome shotgun sequence",data/refseq-k51.sbt.json,336d446bd360b77c0d1c66a7ec92aad1
770000,0.005086201202193012,0.5310344827586206,0.005086201202193012,0.0027523551657007315,1.5974025974025974,"CP000816.1 Ignicoccus hospitalis KIN4/I, complete genome",data/refseq-k51.sbt.json,1315fb68a539502522f93938644e1bf0
960000,0.006341237862474404,0.47333333333333333,0.004689873835788361,0.0023719483541811185,1.4929577464788732,"ABZS01000228.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_18, whole genome shotgun sequence",data/refseq-k51.sbt.json,37d67964c1dd65c9a70f36d44e72d856
680000,0.004491710152586036,0.2809917355371901,0.004491710152586036,0.0020810490277249436,1.3676470588235294,"CM000440.1 Fusobacterium nucleatum subsp. polymorphum ATCC 10953 chromosome, whole genome shotgun sequence",data/refseq-k51.sbt.json,7c386fab0be77a090a99b48cc8cc7be5
470000,0.00310456437016976,1.0,0.00310456437016976,0.014052675154959834,13.361702127659575,"AE017199.1 Nanoarchaeum equitans Kin4-M, complete genome",data/refseq-k51.sbt.json,2b3b7bdb6805e0e7d748ddbdd9995a7b
410000,0.00270823700376511,0.11988304093567251,0.00270823700376511,0.0019691646713956455,2.1463414634146343,"FOVK01000036.1 Proteiniclasticum ruminis strain ML2 genome assembly, contig: Ga0073291_136, whole genome shotgun sequence",data/refseq-k51.sbt.json,ea2eac61da30a3dc4de5bf6beaf40c5d
610000,0.004029328225113944,0.09482758620689655,0.0014532003434837176,0.0007160598805075074,1.4545454545454546,CP013328.1 Fusobacterium nucleatum subsp. polymorphum strain ChDC F319 genome,data/refseq-k51.sbt.json,b2f334b0c8ae0a743003e82758306070
1480000,0.009776075037981372,0.04,0.0009908184160116256,0.0005817986529123497,1.7333333333333334,"AE017285.1 Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough, complete genome",data/refseq-k51.sbt.json,14dba64bc1ed2a3b68608017ad4e643a
260000,0.0017174185877534844,0.04220779220779221,0.0008587092938767422,0.0004922911678489114,1.6923076923076923,"JNKC01000001.1 Proteiniclasticum ruminis DSM 24773 T487DRAFT_scaffold00001.1_C, whole genome shotgun sequence",data/refseq-k51.sbt.json,354d68643f8d272c9b1f37ccf1426e28
650000,0.004293546469383711,0.043478260869565216,0.0007266001717418588,0.000514668039114771,2.090909090909091,"KI965381.1 Fusobacterium nucleatum 13_3C genomic scaffold adlCx-supercont1.1, whole genome shotgun sequence",data/refseq-k51.sbt.json,8892ed7fcd9f9fd35ea6b8323181139a
60000,0.00039632736640465025,0.028037383177570093,0.00039632736640465025,0.00013426122759515764,1.0,"KV812811.1 Streptococcus sp. HMSC065C01 genomic scaffold Scaffold0, whole genome shotgun sequence",data/refseq-k51.sbt.json,4c8abc51bfbe4e4b8f3dcc6a92800fa9
590000,0.0038972191029790606,0.021739130434782608,0.00033027280533720854,0.00017901497012687685,1.6,"AXNV01000001.1 Fusobacterium nucleatum CTI-6 addSJ-supercont1.1, whole genome shotgun sequence",data/refseq-k51.sbt.json,69b1e156936615b1075f684127cf5337
70000,0.00046238192747209196,0.018050541516245487,0.00033027280533720854,0.00015663809886101726,1.4,"GL945391.1 Fusobacterium sp. 11_3_2 genomic scaffold supercont1.1, whole genome shotgun sequence",data/refseq-k51.sbt.json,80b7e00e5eee43f50c4d72a40a8d4941
620000,0.0040953827861813855,0.016666666666666666,0.00026421824426976683,0.00020139184139273647,2.25,"JANA01000001.1 Fusobacterium sp. OBRC1 ctgN310L54181C40.3705, whole genome shotgun sequence",data/refseq-k51.sbt.json,06847fb116e2f6b87820716f2d890c7f
530000,0.0035008917365744103,0.01293103448275862,0.00019816368320232512,8.950748506343843e-05,1.3333333333333333,"KV821672.1 Fusobacterium sp. HMSC064B11 genomic scaffold Scaffold0, whole genome shotgun sequence",data/refseq-k51.sbt.json,287e068d7b4c928a12c6b14cc4bfb9a5
140000,0.0009247638549441839,0.00904977375565611,0.00013210912213488342,0.00013426122759515764,3.0,"ATKF01000001.1 Fusobacterium hwasookii ChDC F174 Contig001, whole genome shotgun sequence",data/refseq-k51.sbt.json,63a33e9d99595ac6189fffa77e090dda
