#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_14788_length_1495_cov_2.145139,1,703,PGN_0524,1-703/711,===============,0/0,98.87,100.000,card,AP009380.1:573191-573902
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_149154_length_250_cov_1.594872,57,205,amrB,2981-3129/3139,......../.....=,2/2,4.71,77.333,card,NC_002516:2208168-2211306
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_149452_length_250_cov_0.943590,8,250,mdtB,2629-2871/3124,............==.,0/0,7.78,77.778,card,U00096:2155262-2158385
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_152662_length_244_cov_1.095238,17,199,acrB,1381-1563/3148,......=./......,3/8,5.69,76.471,card,DQ679966:1515-4662
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_15309_length_1460_cov_2.004982,640,1368,aminocoumarin_resistant_alaS,55-789/2631,=====.../......,8/12,27.59,76.152,card,NC_000913.3:2819380-2822011
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_157985_length_234_cov_1.525140,9,196,myrA,69-257/889,.====.../......,1/1,21.15,78.307,card,D16099:409-1297
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_159483_length_232_cov_0.903955,24,227,mtrA,52-255/688,.=====.........,0/0,29.65,77.941,card,AL123456:3626662-3627349
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_160446_length_230_cov_1.314286,61,228,smeE,2938-3105/3124,..............=,0/0,5.38,76.190,card,AJ252200:1278-4401
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_163377_length_225_cov_1.129412,1,225,ceoB,2206-2430/3085,......../..==..,2/2,7.26,79.646,card,U97042:1263-4347
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_163414_length_225_cov_1.082353,89,225,mexB,1414-1553/3142,......=./......,1/3,4.36,77.857,card,L11616:1569-4710
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_164262_length_223_cov_1.910714,22,119,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,2-99/1194,==.............,0/0,8.21,84.694,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_166080_length_220_cov_1.393939,1,155,amrB,634-788/3139,...=...........,0/0,4.94,77.419,card,NC_002516:2208168-2211306
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_169262_length_215_cov_0.881250,1,213,ceoB,1777-1989/3085,........==.....,0/0,6.90,85.446,card,U97042:1263-4347
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_16985_length_1357_cov_2.380952,1,861,emeA,295-1182/1182,...=====/======,1/27,72.84,96.171,card,AB091338:173-1355
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_170284_length_213_cov_1.164557,26,203,mexY,1105-1282/3142,.....==........,0/0,5.67,78.652,card,AB015853:1330-4471
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_170452_length_213_cov_0.873418,26,174,mdsB,2929-3077/3169,.............==,0/0,4.70,78.523,card,NC_003197:393892-397060
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_172173_length_210_cov_1.070968,1,210,amrB,1913-2122/3139,......../==....,2/2,6.66,80.569,card,NC_002516:2208168-2211306
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_172173_length_210_cov_1.070968,2,210,mexB,1021-1229/3142,....==.........,0/0,6.65,85.646,card,L11616:1569-4710
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_17847_length_1308_cov_2.569034,321,1308,efrB,34-1019/1086,========/======,6/6,90.61,97.475,card,HG970103.1:1-1086
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_18787_length_1262_cov_2.449047,235,1262,efrA,408-1436/1457,...=====/======,1/1,70.56,98.542,card,HG970100.1:1-1457
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_2089_length_6872_cov_4.721872,5686,6858,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,2-1180/1194,========/======,15/26,97.40,76.955,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_24230_length_1056_cov_2.692308,62,157,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,7-102/1194,==.............,0/0,8.04,83.333,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_2723_length_5516_cov_3.632668,407,547,macB,1579-1719/1935,............==.,0/0,7.29,76.596,card,AY768532:1-1935
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_27934_length_956_cov_1.860155,530,951,catB7,207-628/640,....====/======,4/6,65.47,75.765,card,NC_002516:779462-780101
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_28724_length_937_cov_1.124717,46,930,mfd,2011-2895/3447,......../====..,2/4,25.62,75.423,card,NC_000913.3:1170517-1173964
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_31421_length_880_cov_2.052121,304,863,mexB,941-1500/3142,....====.......,0/0,17.82,76.607,card,L11616:1569-4710
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_31462_length_879_cov_3.157767,1,293,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,1-293/1194,====...........,0/0,24.54,90.102,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_3379_length_4648_cov_3.201611,4174,4640,mexW,955-1421/3057,....===./......,2/2,15.24,75.000,card,NC_002516.2:4904646-4907703
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_34272_length_827_cov_1.762953,702,827,emeA,1-126/1182,==.............,0/0,10.66,100.000,card,AB091338:173-1355
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_37932_length_768_cov_1.396914,98,732,mexD,2395-3029/3133,......../..====,2/2,20.24,75.786,card,U57969:1485-4617
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_38070_length_766_cov_1.578059,1,405,lsaA,1-405/1498,=====..........,0/0,27.04,99.753,card,AY587982:309-1806
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_38627_length_758_cov_1.523471,1,192,smeR,341-532/691,.......=====...,0/0,27.79,79.167,card,AF173226:351-1041
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_39328_length_748_cov_2.219336,2,336,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,850-1184/1194,......../.=====,4/8,27.72,75.221,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_40456_length_733_cov_1.954277,515,614,AAC(6')-Ii,421-520/549,...........====,0/0,18.21,83.000,card,L12710:1-549
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_40936_length_727_cov_1.497024,132,331,Streptomyces_rishiriensis_parY_mutant_conferring_resistance_to_aminocoumarin,79-275/2112,==....../......,1/3,9.33,75.000,card,AF235050.4:38028-40140
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_42094_length_712_cov_1.610350,655,712,dfrE,406-463/463,.............==,0/0,12.53,100.000,card,AF028811:1-462
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_4209_length_3894_cov_2.988278,3167,3384,smeR,317-534/691,......======...,0/0,31.55,77.523,card,AF173226:351-1041
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_45566_length_672_cov_1.251216,1,574,mexB,836-1409/3142,...====./......,4/4,18.20,76.562,card,L11616:1569-4710
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_49174_length_635_cov_1.665517,1,254,cepA_beta-lactamase,640-893/903,......../.=====,2/2,28.02,78.824,card,U05883:555-1458
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_49544_length_631_cov_2.873264,5,628,mexY,877-1500/3142,....====.......,0/0,19.86,79.808,card,AB015853:1330-4471
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_50939_length_618_cov_2.600355,1,409,efrA,1-409/1457,=====..........,0/0,28.07,99.267,card,HG970100.1:1-1457
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_54120_length_591_cov_1.453358,2,165,smeE,2926-3089/3124,......../.....=,2/2,5.22,75.758,card,AJ252200:1278-4401
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_5738_length_3032_cov_3.552234,1097,1261,aminocoumarin_resistant_alaS,628-792/2631,...==..........,0/0,6.27,75.758,card,NC_000913.3:2819380-2822011
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_58566_length_556_cov_2.097804,1,94,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,12-105/1194,==.............,0/0,7.87,89.362,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_58574_length_556_cov_1.928144,437,556,lsaA,1379-1498/1498,.............==,0/0,8.01,100.000,card,AY587982:309-1806
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_61932_length_532_cov_2.945493,37,185,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,1046-1194/1194,.............==,0/0,12.48,77.852,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_62108_length_531_cov_2.029412,3,526,CRP,11-534/634,========/====..,4/8,82.02,75.189,card,AP009048:4153663-4154296
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_6626_length_2705_cov_2.792830,1210,1373,macB,1556-1719/1935,............==.,0/0,8.48,75.610,card,AY768532:1-1935
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_67540_length_497_cov_1.196833,13,497,aminocoumarin_resistant_alaS,257-747/2631,.===..../......,5/10,18.36,75.051,card,NC_000913.3:2819380-2822011
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_69790_length_484_cov_1.508159,56,467,smeE,1-412/3124,==.............,0/0,13.19,75.485,card,AJ252200:1278-4401
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_70571_length_480_cov_1.070588,1,472,ceoB,953-1424/3085,....===........,0/0,15.30,79.873,card,U97042:1263-4347
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_75980_length_451_cov_1.858586,37,422,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,784-1169/1194,......../.=====,2/2,32.24,77.003,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_76085_length_451_cov_1.277778,279,387,oqxB,1168-1276/3153,.....==........,0/0,3.46,83.486,card,NC_010378.1:47850-51003
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_763_length_14467_cov_3.851998,14281,14410,vanO,271-400/1042,...===.........,0/0,12.48,77.692,card,KF478993:1539-2580
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_76745_length_447_cov_2.418367,1,196,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,997-1192/1194,............===,0/0,16.42,80.102,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_80068_length_432_cov_1.535809,5,432,mexI,2510-2937/3091,............===,0/0,13.85,80.607,card,NC_002516:4707534-4710624
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_83178_length_418_cov_2.176309,7,417,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,618-1031/1194,.......=/=====.,5/11,34.09,77.751,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_85265_length_410_cov_1.036620,1,410,lsaA,816-1225/1498,........=====..,0/0,27.37,100.000,card,AY587982:309-1806
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_88038_length_399_cov_1.337209,23,399,mexF,943-1319/3190,....===........,0/0,11.82,82.493,card,NC_002516:2810008-2813197
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_8835_length_2170_cov_2.516785,949,1061,OXA-368,1974-2086/2721,......../..=...,2/2,4.12,83.333,card,KT736121.1:1-2721
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_89574_length_393_cov_1.724852,17,390,aminocoumarin_resistant_alaS,493-866/2631,..===..........,0/0,14.22,75.401,card,NC_000913.3:2819380-2822011
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_90157_length_391_cov_1.505952,1,391,dfrE,24-414/463,==============.,0/0,84.45,98.721,card,AF028811:1-462
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_92391_length_383_cov_1.612805,1,383,ceoB,468-850/3085,..===..........,0/0,12.41,77.023,card,U97042:1263-4347
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_92391_length_383_cov_1.612805,50,192,mdsB,2510-2652/3169,...........==..,0/0,4.51,76.224,card,NC_003197:393892-397060
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_93440_length_379_cov_2.663580,232,379,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,1047-1194/1194,.............==,0/0,12.40,77.703,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_94032_length_377_cov_2.217391,184,377,catB7,425-619/640,......../.=====,1/1,30.31,78.974,card,NC_002516:779462-780101
/tmp/SRR606249_subset10_trim2.metaspades.contigs.fa,NODE_96575_length_369_cov_1.302548,26,366,OXA-54,458-798/798,........=======,0/0,42.73,78.299,card,AY500137:1-798
