#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_65787,4,212,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,232-440/1194,..====.........,0/0,17.50,75.120,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_66493,18,429,smeE,1-412/3124,==.............,0/0,13.19,75.485,card,AJ252200:1278-4401
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_66821,5,338,mexI,2510-2843/3091,............==.,0/0,10.81,80.240,card,NC_002516:4707534-4710624
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_67846,136,341,mexK,2848-3053/3078,.............==,0/0,6.69,87.379,card,AE004091.2:4116187-4119265
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_72683,3,80,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,12-89/1194,==.............,0/0,6.53,89.744,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_75518,1,647,mexY,888-1534/3142,....====.......,0/0,20.59,79.907,card,AB015853:1330-4471
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_76683,99,901,mfd,2093-2895/3447,......../====..,2/4,23.24,75.776,card,NC_000913.3:1170517-1173964
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_79296,199,610,Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin,1754-2165/3324,.......===.....,0/0,12.39,75.485,card,NC_014638:1610636-1613960
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_79472,1208,1371,macB,1556-1719/1935,............==.,0/0,8.48,75.610,card,AY768532:1-1935
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_796,71,168,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,2-99/1194,==.............,0/0,8.21,84.694,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_81331,4952,5092,macB,1579-1719/1935,............==.,0/0,7.29,76.596,card,AY768532:1-1935
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_8518,1,346,efrA,1-346/1457,====...........,0/0,23.75,99.422,card,HG970100.1:1-1457
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_88863,1,246,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,7-258/1194,====..../......,3/6,20.60,75.000,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_89641,72,178,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,2-108/1194,==.............,0/0,8.96,83.178,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_90617,230,373,mdtB,2926-3069/3124,..............=,0/0,4.61,79.167,card,U00096:2155262-2158385
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_92295,6,106,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,2-102/1194,==.............,0/0,8.46,82.178,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_93056,155,462,r39_beta-lactamase,148-456/915,..=====./......,3/3,33.55,75.806,card,X53650:320-1235
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_93585,1,837,emeA,319-1182/1182,...=====/======,1/27,70.81,96.181,card,AB091338:173-1355
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_94280,1,312,mexI,904-1215/3091,....==.........,0/0,10.09,77.885,card,NC_002516:4707534-4710624
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_95192,9,475,mexW,955-1421/3057,....===./......,2/2,15.24,75.000,card,NC_002516.2:4904646-4907703
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_95931,1,365,ceoB,2602-2966/3085,............===,0/0,11.83,84.658,card,U97042:1263-4347
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_97663,6146,7318,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,2-1180/1194,========/======,15/26,97.40,76.955,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_97770,567,758,smeR,341-532/691,.......=====...,0/0,27.79,79.167,card,AF173226:351-1041
/tmp/SRR606249_subset10_trim2.megahit.contigs.fa,k119_99224,4,426,mexF,943-1365/3190,....===........,0/0,13.26,82.270,card,NC_002516:2810008-2813197
