#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_16040_length_1357_cov_2.245008,497,1357,emeA,295-1182/1182,...=====/======,1/27,72.84,96.171,card,AB091338:173-1355
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_162270_length_222_cov_1.916168,85,219,mexB,2710-2844/3142,............==.,0/0,4.30,77.778,card,L11616:1569-4710
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_163781_length_220_cov_1.193939,1,155,amrB,634-788/3139,...=...........,0/0,4.94,77.419,card,NC_002516:2208168-2211306
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_166670_length_215_cov_2.181250,21,214,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,229-422/1194,..====.........,0/0,16.25,75.773,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_168046_length_213_cov_1.544304,3,213,mdtC,2593-2803/3079,......../...==.,2/4,6.79,75.587,card,U00096:2158385-2161463
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_168348_length_213_cov_1.082278,11,188,mexY,1105-1282/3142,.....==........,0/0,5.67,78.652,card,AB015853:1330-4471
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_168457_length_213_cov_0.873418,26,174,mdsB,2929-3077/3169,.............==,0/0,4.70,78.523,card,NC_003197:393892-397060
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_17038_length_1299_cov_2.415595,1,292,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,1-292/1194,====...........,0/0,24.46,90.068,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_17757_length_1262_cov_2.099420,235,1262,efrA,408-1436/1457,...=====/======,1/1,70.56,98.542,card,HG970100.1:1-1457
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_18202_length_1241_cov_2.311130,754,1241,mexF,1036-1517/3190,....===./......,7/10,15.05,75.102,card,NC_002516:2810008-2813197
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_18565_length_1227_cov_1.221843,696,1225,vatB,1-530/639,========/====..,2/4,82.63,76.880,card,U19459:66-705
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_20353_length_1150_cov_2.406393,163,1150,efrB,34-1019/1086,========/======,6/6,90.61,97.475,card,HG970103.1:1-1086
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_22892_length_1056_cov_2.240759,62,157,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,7-102/1194,==.............,0/0,8.04,83.333,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_25877_length_970_cov_2.124590,1,572,PGN_0524,1-572/711,=============..,0/0,80.45,100.000,card,AP009380.1:573191-573902
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_29029_length_895_cov_1.565476,770,895,emeA,1-126/1182,==.............,0/0,10.66,100.000,card,AB091338:173-1355
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_31269_length_848_cov_1.805801,445,848,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,2-411/1194,=====.../......,5/8,33.75,77.372,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_34002_length_798_cov_1.660834,6,427,catB7,207-628/640,....====/======,4/6,65.47,75.765,card,NC_002516:779462-780101
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_3819_length_3908_cov_2.934077,3400,3540,macB,1579-1719/1935,............==.,0/0,7.29,76.596,card,AY768532:1-1935
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_38337_length_732_cov_2.011817,1,270,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,12-287/1194,====..../......,3/10,22.45,77.698,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_39088_length_722_cov_1.847076,17,310,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,891-1184/1194,......../..====,2/6,24.37,75.421,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_39851_length_712_cov_1.511416,655,712,dfrE,406-463/463,.............==,0/0,12.53,100.000,card,AF028811:1-462
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_4324_length_3578_cov_2.619926,97,348,aminocoumarin_resistant_alaS,97-348/2631,==.............,0/0,9.58,76.587,card,NC_000913.3:2819380-2822011
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_45265_length_647_cov_1.396959,272,647,lsaA,1-376/1498,====...........,0/0,25.10,100.000,card,AY587982:309-1806
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_46173_length_637_cov_2.420962,451,580,vanO,271-400/1042,...===.........,0/0,12.48,77.692,card,KF478993:1539-2580
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_46210_length_637_cov_1.771478,304,636,mexB,1168-1500/3142,.....===.......,0/0,10.60,77.477,card,L11616:1569-4710
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_46440_length_635_cov_1.529310,1,254,cepA_beta-lactamase,640-893/903,......../.=====,2/2,28.02,78.824,card,U05883:555-1458
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_48112_length_618_cov_2.344583,1,409,efrA,1-409/1457,=====..........,0/0,28.07,99.267,card,HG970100.1:1-1457
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_48306_length_616_cov_2.420677,5,615,mexY,877-1487/3142,....====.......,0/0,19.45,80.033,card,AB015853:1330-4471
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_53759_length_569_cov_2.015564,351,450,AAC(6')-Ii,421-520/549,...........====,0/0,18.21,83.000,card,L12710:1-549
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_55454_length_556_cov_1.776447,437,556,lsaA,1379-1498/1498,.............==,0/0,8.01,100.000,card,AY587982:309-1806
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_5715_length_2880_cov_2.609912,1772,1936,aminocoumarin_resistant_alaS,628-792/2631,...==..........,0/0,6.27,75.758,card,NC_000913.3:2819380-2822011
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_57225_length_543_cov_1.364754,6,493,Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin,1678-2165/3324,.......===.....,0/0,14.68,75.410,card,NC_014638:1610636-1613960
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_58858_length_531_cov_2.004202,3,526,CRP,11-534/634,========/====..,4/8,82.02,75.189,card,AP009048:4153663-4154296
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_6213_length_2705_cov_2.233208,1210,1373,macB,1556-1719/1935,............==.,0/0,8.48,75.610,card,AY768532:1-1935
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_62737_length_506_cov_1.319290,354,506,smeE,2937-3089/3124,......../.....=,2/2,4.87,75.974,card,AJ252200:1278-4401
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_64173_length_497_cov_1.766968,1,470,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,561-1030/1194,......==/=====.,7/14,38.78,76.730,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_64246_length_497_cov_1.142534,13,497,aminocoumarin_resistant_alaS,257-747/2631,.===..../......,5/10,18.36,75.051,card,NC_000913.3:2819380-2822011
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_70039_length_463_cov_2.894608,2,426,aminocoumarin_resistant_alaS,55-485/2631,===...../......,8/12,16.04,75.115,card,NC_000913.3:2819380-2822011
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_70051_length_463_cov_2.531863,33,181,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,1046-1194/1194,.............==,0/0,12.48,77.852,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_72538_length_451_cov_1.262626,279,387,oqxB,1168-1276/3153,.....==........,0/0,3.46,83.486,card,NC_010378.1:47850-51003
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_77470_length_428_cov_0.967828,245,427,acrB,1381-1563/3148,......=./......,3/8,5.69,76.471,card,DQ679966:1515-4662
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_81628_length_410_cov_1.025352,1,410,lsaA,816-1225/1498,........=====..,0/0,27.37,100.000,card,AY587982:309-1806
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_83201_length_403_cov_1.862069,68,345,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,602-882/1194,.......=/===...,1/3,23.28,78.292,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_83729_length_401_cov_1.670520,1,365,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,784-1148/1194,......../.=====,2/2,30.49,76.776,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_86526_length_391_cov_1.187500,1,391,dfrE,24-414/463,==============.,0/0,84.45,98.721,card,AF028811:1-462
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_86577_length_391_cov_0.818452,1,390,ceoB,991-1380/3085,....===........,0/0,12.64,79.231,card,U97042:1263-4347
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_87807_length_386_cov_1.344411,29,211,mexN,2866-3048/3111,.............==,0/0,5.88,75.410,card,AB219523.1:1175-4286
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_92890_length_368_cov_1.843450,124,367,mexB,1005-1248/3142,....==.........,0/0,7.77,76.230,card,L11616:1569-4710
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_954_length_10655_cov_4.526321,47,166,OXA-368,1977-2095/2721,......../..=...,3/3,4.34,82.645,card,KT736121.1:1-2721
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_961_length_10608_cov_3.719227,5671,6843,Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin,2-1180/1194,========/======,15/26,97.40,76.955,card,X98831.1:361-1555
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_97839_length_353_cov_1.449664,2,142,Streptomyces_rishiriensis_parY_mutant_conferring_resistance_to_aminocoumarin,79-216/2112,==....../......,1/3,6.53,77.305,card,AF235050.4:38028-40140
/tmp/SRR606249_subset10_trim30.metaspades.contigs.fa,NODE_97921_length_353_cov_1.214765,1,353,mexI,872-1224/3091,....==.........,0/0,11.42,77.337,card,NC_002516:4707534-4710624
